1.000	Matter\Theory\Formal_Theory_Comprehensive_Synthesis_Extended.md	Matter\Theory\形式理论综合深化扩展.md
1.000	Matter\FormalModel\Model\Math\views\view25.md	Matter\Mathematics\views\view25.md
1.000	Matter\FormalModel\Model\Math\views\view24.md	Matter\Mathematics\views\view24.md
1.000	Matter\FormalModel\Model\Math\views\view23.md	Matter\Mathematics\views\view23.md
1.000	Matter\FormalModel\Model\Math\views\view22.md	Matter\Mathematics\views\view22.md
1.000	Matter\FormalModel\Model\Math\views\view21.md	Matter\Mathematics\views\view21.md
1.000	Matter\FormalModel\Model\Math\views\view20.md	Matter\Mathematics\views\view20.md
1.000	Matter\FormalModel\Model\Math\views\view19.md	Matter\Mathematics\views\view19.md
1.000	Matter\FormalModel\Model\Math\views\view18.md	Matter\Mathematics\views\view18.md
1.000	Matter\FormalModel\Model\Math\views\view17.md	Matter\Mathematics\views\view17.md
1.000	Matter\FormalModel\Model\Math\views\view16.md	Matter\Mathematics\views\view16.md
1.000	Matter\FormalModel\Model\Math\views\view15.md	Matter\Mathematics\views\view15.md
1.000	Matter\FormalModel\Model\Math\views\view14.md	Matter\Mathematics\views\view14.md
1.000	Matter\FormalModel\Model\Math\views\view13.md	Matter\Mathematics\views\view13.md
1.000	Matter\FormalModel\Model\Math\views\view12.md	Matter\Mathematics\views\view12.md
1.000	Matter\FormalModel\Model\Math\views\view11.md	Matter\Mathematics\views\view11.md
1.000	Matter\FormalModel\Model\Math\views\view10.md	Matter\Mathematics\views\view10.md
1.000	Matter\FormalModel\Model\Math\views\view09.md	Matter\Mathematics\views\view09.md
1.000	Matter\FormalModel\Model\Math\views\view08.md	Matter\Mathematics\views\view08.md
1.000	Matter\FormalModel\Model\Math\views\view07.md	Matter\Mathematics\views\view07.md
1.000	Matter\FormalModel\Model\Math\views\view06.md	Matter\Mathematics\views\view06.md
1.000	Matter\FormalModel\Model\Math\views\view05.md	Matter\Mathematics\views\view05.md
1.000	Matter\FormalModel\Model\Math\views\view04.md	Matter\Mathematics\views\view04.md
1.000	Matter\FormalModel\Model\Math\views\view03.md	Matter\Mathematics\views\view03.md
1.000	Matter\FormalModel\Model\Math\views\view02.md	Matter\Mathematics\views\view02.md
1.000	Matter\FormalModel\Model\Math\views\view00.md	Matter\Mathematics\views\view00.md
1.000	Matter\FormalModel\Model\Math\views\math_view07.md	Matter\Mathematics\views\math_view07.md
1.000	Matter\FormalModel\Model\Math\views\math_view06.md	Matter\Mathematics\views\math_view06.md
1.000	Matter\FormalModel\Model\Math\views\math_view05.md	Matter\Mathematics\views\math_view05.md
1.000	Matter\FormalModel\Model\Math\views\math_view04.md	Matter\Mathematics\views\math_view04.md
1.000	Matter\FormalModel\Model\Math\views\math_view03.md	Matter\Mathematics\views\math_view03.md
1.000	Matter\FormalModel\Model\Math\views\math_view02.md	Matter\Mathematics\views\math_view02.md
1.000	Matter\FormalModel\Model\Math\views\math_view01.md	Matter\Mathematics\views\math_view01.md
1.000	Matter\FormalModel\Model\Math\views\math_ai_view07.md	Matter\Mathematics\views\math_ai_view07.md
1.000	Matter\FormalModel\Model\Math\views\math_ai_view06.md	Matter\Mathematics\views\math_ai_view06.md
1.000	Matter\FormalModel\Model\Math\views\math_ai_view05.md	Matter\Mathematics\views\math_ai_view05.md
1.000	Matter\FormalModel\Model\Math\views\math_ai_view04.md	Matter\Mathematics\views\math_ai_view04.md
1.000	Matter\FormalModel\Model\Math\views\math_ai_view03.md	Matter\Mathematics\views\math_ai_view03.md
1.000	Matter\FormalModel\Model\Math\views\math_ai_view02.md	Matter\Mathematics\views\math_ai_view02.md
1.000	Matter\FormalModel\Model\Math\views\math_ai_view01.md	Matter\Mathematics\views\math_ai_view01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\集合论01.md	Matter\Mathematics\MetaMath\Set\集合论01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\集合论.md	Matter\Mathematics\MetaMath\Set\集合论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\view_集合论_02.md	Matter\Mathematics\MetaMath\Set\view_集合论_02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\view_集合论_01.md	Matter\Mathematics\MetaMath\Set\view_集合论_01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Rough_Set\Rough_Set8.md	Matter\Mathematics\MetaMath\Set\Rough_Set\Rough_Set8.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Rough_Set\Rough_Set7.md	Matter\Mathematics\MetaMath\Set\Rough_Set\Rough_Set7.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Rough_Set\Rough_Set6.md	Matter\Mathematics\MetaMath\Set\Rough_Set\Rough_Set6.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Rough_Set\Rough_Set5.md	Matter\Mathematics\MetaMath\Set\Rough_Set\Rough_Set5.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Rough_Set\Rough_Set4.md	Matter\Mathematics\MetaMath\Set\Rough_Set\Rough_Set4.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Rough_Set\Rough_Set3.md	Matter\Mathematics\MetaMath\Set\Rough_Set\Rough_Set3.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Rough_Set\Rough_Set2.md	Matter\Mathematics\MetaMath\Set\Rough_Set\Rough_Set2.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Rough_Set\Rough_Set1.md	Matter\Mathematics\MetaMath\Set\Rough_Set\Rough_Set1.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Rough_Set\Rough_Set.md	Matter\Mathematics\MetaMath\Set\Rough_Set\Rough_Set.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Fuzzy_Set\Fuzzy_Set.md	Matter\Mathematics\MetaMath\Set\Fuzzy_Set\Fuzzy_Set.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Set\Fuzzy_Rough_Set.md	Matter\Mathematics\MetaMath\Set\Fuzzy_Rough_Set.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Representations\表示论.md	Matter\Mathematics\MetaMath\Representations\表示论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Representations\view_表示论02.md	Matter\Mathematics\MetaMath\Representations\view_表示论02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Representations\view_表示论01.md	Matter\Mathematics\MetaMath\Representations\view_表示论01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Representations\view_表示论.md	Matter\Mathematics\MetaMath\Representations\view_表示论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Proof\证明论.md	Matter\Mathematics\MetaMath\Proof\证明论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Proof\view_证明论02.md	Matter\Mathematics\MetaMath\Proof\view_证明论02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Proof\view_证明论01.md	Matter\Mathematics\MetaMath\Proof\view_证明论01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Proof\view_证明论.md	Matter\Mathematics\MetaMath\Proof\view_证明论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Probability\概率论.md	Matter\Mathematics\MetaMath\Probability\概率论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Probability\view_概率论02.md	Matter\Mathematics\MetaMath\Probability\view_概率论02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Probability\view_概率论01.md	Matter\Mathematics\MetaMath\Probability\view_概率论01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Probability\view_概率论.md	Matter\Mathematics\MetaMath\Probability\view_概率论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Model\模型论02.md	Matter\Mathematics\MetaMath\Model\模型论02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Model\模型论01.md	Matter\Mathematics\MetaMath\Model\模型论01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Model\模型论.md	Matter\Mathematics\MetaMath\Model\模型论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Model\view_模型论04.md	Matter\Mathematics\MetaMath\Model\view_模型论04.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Model\view_模型论03.md	Matter\Mathematics\MetaMath\Model\view_模型论03.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Model\view_模型论02.md	Matter\Mathematics\MetaMath\Model\view_模型论02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Model\view_模型论01.md	Matter\Mathematics\MetaMath\Model\view_模型论01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Model\view_模型论.md	Matter\Mathematics\MetaMath\Model\view_模型论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Model\view01.md	Matter\Mathematics\MetaMath\Model\view01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论9.md	Matter\Mathematics\MetaMath\Measure\测度论9.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论8.md	Matter\Mathematics\MetaMath\Measure\测度论8.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论7.md	Matter\Mathematics\MetaMath\Measure\测度论7.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论6.md	Matter\Mathematics\MetaMath\Measure\测度论6.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论5.md	Matter\Mathematics\MetaMath\Measure\测度论5.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论4.md	Matter\Mathematics\MetaMath\Measure\测度论4.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论3.md	Matter\Mathematics\MetaMath\Measure\测度论3.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论2.md	Matter\Mathematics\MetaMath\Measure\测度论2.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论1.md	Matter\Mathematics\MetaMath\Measure\测度论1.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\测度论.md	Matter\Mathematics\MetaMath\Measure\测度论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\view_测度论_05.md	Matter\Mathematics\MetaMath\Measure\view_测度论_05.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\view_测度论_04.md	Matter\Mathematics\MetaMath\Measure\view_测度论_04.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\view_测度论_03.md	Matter\Mathematics\MetaMath\Measure\view_测度论_03.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\view_测度论_02.md	Matter\Mathematics\MetaMath\Measure\view_测度论_02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Measure\view_测度论_01.md	Matter\Mathematics\MetaMath\Measure\view_测度论_01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Logic\view_Logic04.md	Matter\Mathematics\MetaMath\Logic\view_Logic04.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Logic\view_Logic03.md	Matter\Mathematics\MetaMath\Logic\view_Logic03.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Logic\view_Logic02.md	Matter\Mathematics\MetaMath\Logic\view_Logic02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Logic\view_Logic01.md	Matter\Mathematics\MetaMath\Logic\view_Logic01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Logic\Rough_Logic.md	Matter\Mathematics\MetaMath\Logic\Rough_Logic.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Logic\Logic.md	Matter\Mathematics\MetaMath\Logic\Logic.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Logic\Fuzzy_Logic.md	Matter\Mathematics\MetaMath\Logic\Fuzzy_Logic.md
1.000	Matter\FormalModel\Model\Math\MetaMath\HoTT\view_同伦类型论02.md	Matter\Mathematics\MetaMath\HoTT\view_同伦类型论02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\HoTT\view_同伦类型论01.md	Matter\Mathematics\MetaMath\HoTT\view_同伦类型论01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\HoTT\view_同伦类型论.md	Matter\Mathematics\MetaMath\HoTT\view_同伦类型论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\递归_可计算性理论_04.md	Matter\Mathematics\MetaMath\Computability\递归_可计算性理论_04.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\递归_可计算性理论_03.md	Matter\Mathematics\MetaMath\Computability\递归_可计算性理论_03.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\递归_可计算性理论_02.md	Matter\Mathematics\MetaMath\Computability\递归_可计算性理论_02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\递归_可计算性理论_01.md	Matter\Mathematics\MetaMath\Computability\递归_可计算性理论_01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\递归_可计算性理论1.md	Matter\Mathematics\MetaMath\Computability\递归_可计算性理论1.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\递归_可计算性理论.md	Matter\Mathematics\MetaMath\Computability\递归_可计算性理论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\view_递归_可计算性理论_05.md	Matter\Mathematics\MetaMath\Computability\view_递归_可计算性理论_05.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\view_递归_可计算性理论_04.md	Matter\Mathematics\MetaMath\Computability\view_递归_可计算性理论_04.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\view_递归_可计算性理论_03.md	Matter\Mathematics\MetaMath\Computability\view_递归_可计算性理论_03.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\view_递归_可计算性理论_02.md	Matter\Mathematics\MetaMath\Computability\view_递归_可计算性理论_02.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Computability\view_递归_可计算性理论_01.md	Matter\Mathematics\MetaMath\Computability\view_递归_可计算性理论_01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Category\范畴论01.md	Matter\Mathematics\MetaMath\Category\范畴论01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Category\范畴论.md	Matter\Mathematics\MetaMath\Category\范畴论.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Category\view_范畴论01.md	Matter\Mathematics\MetaMath\Category\view_范畴论01.md
1.000	Matter\FormalModel\Model\Math\MetaMath\Category\view_范畴论.md	Matter\Mathematics\MetaMath\Category\view_范畴论.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何15.md	Matter\Mathematics\Geometry\view_几何15.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何14.md	Matter\Mathematics\Geometry\view_几何14.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何13.md	Matter\Mathematics\Geometry\view_几何13.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何12.md	Matter\Mathematics\Geometry\view_几何12.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何11.md	Matter\Mathematics\Geometry\view_几何11.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何10.md	Matter\Mathematics\Geometry\view_几何10.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何09.md	Matter\Mathematics\Geometry\view_几何09.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何08.md	Matter\Mathematics\Geometry\view_几何08.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何07.md	Matter\Mathematics\Geometry\view_几何07.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何06.md	Matter\Mathematics\Geometry\view_几何06.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何05.md	Matter\Mathematics\Geometry\view_几何05.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何04.md	Matter\Mathematics\Geometry\view_几何04.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何03.md	Matter\Mathematics\Geometry\view_几何03.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何02.md	Matter\Mathematics\Geometry\view_几何02.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何01.md	Matter\Mathematics\Geometry\view_几何01.md
1.000	Matter\FormalModel\Model\Math\Geometry\view_几何.md	Matter\Mathematics\Geometry\view_几何.md
1.000	Matter\FormalModel\Model\Math\Calculus\非标准微积分：构建基础、层次与哲学审视.md	Matter\Mathematics\Calculus\非标准微积分：构建基础、层次与哲学审视.md
1.000	Matter\FormalModel\Model\Math\Calculus\非标准微积分相对于标准微积分的优势：深度论证.md	Matter\Mathematics\Calculus\非标准微积分相对于标准微积分的优势：深度论证.md
1.000	Matter\FormalModel\Model\Math\Calculus\非标准微积分的批判性分析：基础、优势与挑战1.md	Matter\Mathematics\Calculus\非标准微积分的批判性分析：基础、优势与挑战1.md
1.000	Matter\FormalModel\Model\Math\Calculus\非标准微积分的批判性分析：基础、优势与挑战.md	Matter\Mathematics\Calculus\非标准微积分的批判性分析：基础、优势与挑战.md
1.000	Matter\FormalModel\Model\Math\Calculus\非标准微积分04.md	Matter\Mathematics\Calculus\非标准微积分04.md
1.000	Matter\FormalModel\Model\Math\Calculus\非标准微积分01.md	Matter\Mathematics\Calculus\非标准微积分01.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系的演化与认知结构的迁移：一场哲科思辨.md	Matter\Mathematics\Calculus\数系的演化与认知结构的迁移：一场哲科思辨.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系的演化与认知结构的迁移AI06.md	Matter\Mathematics\Calculus\数系的演化与认知结构的迁移AI06.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系的演化与认知结构的迁移AI04.md	Matter\Mathematics\Calculus\数系的演化与认知结构的迁移AI04.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系的演化与认知结构的迁移AI03.md	Matter\Mathematics\Calculus\数系的演化与认知结构的迁移AI03.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系的演化与本质：从自然数到八元数的哲学与数学分析.md	Matter\Mathematics\Calculus\数系的演化与本质：从自然数到八元数的哲学与数学分析.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系的演化.md	Matter\Mathematics\Calculus\数系的演化.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化：从计数到抽象，概念、结构与认知的批判性审视.md	Matter\Mathematics\Calculus\数系演化：从计数到抽象，概念、结构与认知的批判性审视.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化的多维批判性分析：从自然数到高维代数结构01.md	Matter\Mathematics\Calculus\数系演化的多维批判性分析：从自然数到高维代数结构01.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化的多维批判性分析：从自然数到高维代数结构.md	Matter\Mathematics\Calculus\数系演化的多维批判性分析：从自然数到高维代数结构.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化的多维批判性分析：从结构到认知、从本体到计算01.md	Matter\Mathematics\Calculus\数系演化的多维批判性分析：从结构到认知、从本体到计算01.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化的多维批判性分析：从结构到认知、从本体到计算.md	Matter\Mathematics\Calculus\数系演化的多维批判性分析：从结构到认知、从本体到计算.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化的多维度批判性分析：从自然数到八元数的认知、结构与对应关系.md	Matter\Mathematics\Calculus\数系演化的多维度批判性分析：从自然数到八元数的认知、结构与对应关系.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化与认知构造：从自然数到人工智能的哲学思辨.md	Matter\Mathematics\Calculus\数系演化与认知构造：从自然数到人工智能的哲学思辨.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化与本质：从自然数到高维代数结构的综合分析.md	Matter\Mathematics\Calculus\数系演化与本质：从自然数到高维代数结构的综合分析.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化与多维关联哲科分析.md	Matter\Mathematics\Calculus\数系演化与多维关联哲科分析.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化、结构、本体论与认知：一次批判性审查01.md	Matter\Mathematics\Calculus\数系演化、结构、本体论与认知：一次批判性审查01.md
1.000	Matter\FormalModel\Model\Math\Calculus\数系演化、结构、本体论与认知：一次批判性审查.md	Matter\Mathematics\Calculus\数系演化、结构、本体论与认知：一次批判性审查.md
1.000	Matter\FormalModel\Model\Math\Calculus\数学核心结构性质专论：一场批判性哲科思辨01.md	Matter\Mathematics\Calculus\数学核心结构性质专论：一场批判性哲科思辨01.md
1.000	Matter\FormalModel\Model\Math\Calculus\数学核心结构性质专论：一场批判性哲科思辨.md	Matter\Mathematics\Calculus\数学核心结构性质专论：一场批判性哲科思辨.md
1.000	Matter\FormalModel\Model\Math\Calculus\数学核心结构性质专论03.md	Matter\Mathematics\Calculus\数学核心结构性质专论03.md
1.000	Matter\FormalModel\Model\Math\Calculus\数学核心结构性质专论02.md	Matter\Mathematics\Calculus\数学核心结构性质专论02.md
1.000	Matter\FormalModel\Model\Math\Calculus\数学核心结构性质专论01.md	Matter\Mathematics\Calculus\数学核心结构性质专论01.md
1.000	Matter\FormalModel\Model\Math\Calculus\数学核心结构性质专论.md	Matter\Mathematics\Calculus\数学核心结构性质专论.md
1.000	Matter\FormalModel\Model\Math\Calculus\数学再思：一种多视角批判1.md	Matter\Mathematics\Calculus\数学再思：一种多视角批判1.md
1.000	Matter\FormalModel\Model\Math\Calculus\数学再思：一种多视角批判.md	Matter\Mathematics\Calculus\数学再思：一种多视角批判.md
1.000	Matter\FormalModel\Model\Math\Calculus\微积分重构：连续量、变化与累积的视角.md	Matter\Mathematics\Calculus\微积分重构：连续量、变化与累积的视角.md
1.000	Matter\FormalModel\Model\Math\Calculus\微积分的合法性：多维度论证与批判性分析.md	Matter\Mathematics\Calculus\微积分的合法性：多维度论证与批判性分析.md
1.000	Matter\FormalModel\Model\Math\Calculus\微积分的合法性：哲学与科学视角的深化.md	Matter\Mathematics\Calculus\微积分的合法性：哲学与科学视角的深化.md
1.000	Matter\FormalModel\Model\Math\Calculus\微积分的合法性2.md	Matter\Mathematics\Calculus\微积分的合法性2.md
1.000	Matter\FormalModel\Model\Math\Calculus\微积分的合法性04.md	Matter\Mathematics\Calculus\微积分的合法性04.md
1.000	Matter\FormalModel\Model\Math\Calculus\微积分的合法性01.md	Matter\Mathematics\Calculus\微积分的合法性01.md
1.000	Matter\FormalModel\Model\Math\Calculus\实数、超实数与复数的对比分析.md	Matter\Mathematics\Calculus\实数、超实数与复数的对比分析.md
1.000	Matter\FormalModel\Model\Math\Calculus\实数_超实数_复数06.md	Matter\Mathematics\Calculus\实数_超实数_复数06.md
1.000	Matter\FormalModel\Model\Math\Calculus\实数_超实数_复数04.md	Matter\Mathematics\Calculus\实数_超实数_复数04.md
1.000	Matter\FormalModel\Model\Math\Calculus\从宇宙变量的视角解读数学体系.md	Matter\Mathematics\Calculus\从宇宙变量的视角解读数学体系.md
1.000	Matter\FormalModel\Model\Math\Calculus\view_Calculus.md	Matter\Mathematics\Calculus\view_Calculus.md
1.000	Matter\FormalModel\Model\Math\Algebra\数学代数：认知结构、概念分解与建构分析.md	Matter\Mathematics\Algebra\数学代数：认知结构、概念分解与建构分析.md
1.000	Matter\FormalModel\Model\Math\Algebra\抽象代数、认知结构与软件编程：映射、模型与元理论的批判性分析01.md	Matter\Mathematics\Algebra\抽象代数、认知结构与软件编程：映射、模型与元理论的批判性分析01.md
1.000	Matter\FormalModel\Model\Math\Algebra\代数学：认知、结构与形式化 (丰富版).md	Matter\Mathematics\Algebra\代数学：认知、结构与形式化 (丰富版).md
